0,0,0
0.1,0,2.9043
0.2,0,3.66152
0.3,0,4.16835
0.4,0,4.52808
0.5,0,4.80755
0.6,0,5.03416
0.7,0,5.22264
0.8,0,5.38129
0.9,0,5.51484
1,0,5.62577
0,0.1,2.9043
0.1,0.1,3.0957
0.2,0.1,3.78642
0.3,0.1,4.22763
0.4,0.1,4.56456
0.5,0.1,4.83219
0.6,0.1,5.05232
0.7,0.1,5.23703
0.8,0.1,5.39349
0.9,0.1,5.52589
1,0.1,5.63646
0,0.2,3.66152
0.1,0.2,3.78642
0.2,0.2,4.06116
0.3,0.2,4.38629
0.4,0.2,4.66465
0.5,0.2,4.90178
0.6,0.2,5.10443
0.7,0.2,5.27877
0.8,0.2,5.42913
0.9,0.2,5.5583
1,0.2,5.66786
0,0.3,4.16835
0.1,0.3,4.22763
0.2,0.3,4.38629
0.3,0.3,4.59291
0.4,0.3,4.80666
0.5,0.3,5.00515
0.6,0.3,5.18424
0.7,0.3,5.34399
0.8,0.3,5.48554
0.9,0.3,5.60999
1,0.3,5.71806
0,0.4,4.52808
0.1,0.4,4.56456
0.2,0.4,4.66465
0.3,0.4,4.80666
0.4,0.4,4.96696
0.5,0.4,5.1289
0.6,0.4,5.28356
0.7,0.4,5.42734
0.8,0.4,5.55892
0.9,0.4,5.6779
1,0.4,5.78423
0,0.5,4.80755
0.1,0.5,4.83219
0.2,0.5,4.90178
0.3,0.5,5.00515
0.4,0.5,5.1289
0.5,0.5,5.26136
0.6,0.5,5.39439
0.7,0.5,5.52314
0.8,0.5,5.64495
0.9,0.5,5.75847
1,0.5,5.86304
0,0.6,5.03416
0.1,0.6,5.05232
0.2,0.6,5.10443
0.3,0.6,5.18424
0.4,0.6,5.28356
0.5,0.6,5.39439
0.6,0.6,5.51018
0.7,0.6,5.62624
0.8,0.6,5.73951
0.9,0.6,5.84812
1,0.6,5.95109
0,0.7,5.22264
0.1,0.7,5.23703
0.2,0.7,5.27877
0.3,0.7,5.34399
0.4,0.7,5.42734
0.5,0.7,5.52314
0.6,0.7,5.62624
0.7,0.7,5.73253
0.8,0.7,5.83899
0.9,0.7,5.94362
1,0.7,6.04528
0,0.8,5.38129
0.1,0.8,5.39349
0.2,0.8,5.42913
0.3,0.8,5.48554
0.4,0.8,5.55892
0.5,0.8,5.64495
0.6,0.8,5.73951
0.7,0.8,5.83899
0.8,0.8,5.94059
0.9,0.8,6.04233
1,0.8,6.14304
0,0.9,5.51484
0.1,0.9,5.52589
0.2,0.9,5.5583
0.3,0.9,5.60999
0.4,0.9,5.6779
0.5,0.9,5.75847
0.6,0.9,5.84812
0.7,0.9,5.94362
0.8,0.9,6.04233
0.9,0.9,6.14233
1,0.9,6.24246
0,1,5.62577
0.1,1,5.63646
0.2,1,5.66786
0.3,1,5.71806
0.4,1,5.78423
0.5,1,5.86304
0.6,1,5.95109
0.7,1,6.04528
0.8,1,6.14304
0.9,1,6.24246
1,1,6.3424
